id,type,title,price,currency,tax_code_candidate,source_original,booth_url,github_release_url,product_name,description_check,metadata_ready,product_payload_sha256,price_payload_sha256,payment_link_payload_sha256,product_idempotency_key,price_idempotency_key,payment_link_idempotency_key,live_dry_run_ready,notes
dake_price_apportionment,app,Dake価格按分,300,jpy,txcd_10202003,01_apps/DAKE_Price_Apportionment/ORIGINAL.md,https://peakheadz.booth.pm/items/8448222,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_Apportionment_v1.0.0,Dake価格按分,ok,yes,6d3fbbf5106acb830566e6643ec1cad1796c0027ea58e2503ca51e6c6ef69177,e6fbece74f7b7ab95185c4bdda8c514678274d8a9b49ec920d0a178644d2e2d6,6b29dabada1240e4b20dc0e5ef03be08131d4bac8e9675a15a11aa1d33bda2a6,dake-live-product-v1-dake_price_apportionment-6d3fbbf5106a,dake-live-price-v1-dake_price_apportionment-e6fbece74f7b,dake-live-link-v1-dake_price_apportionment-6b29dabada12,yes,ok
dake_price_fixedtax,app,Dake固都税計算,300,jpy,txcd_10202003,01_apps/DAKE_Price_FixedTax/ORIGINAL.md,https://peakheadz.booth.pm/items/8448259,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_FixedTax_v1.0.0,Dake固都税計算,ok,yes,c4b910e7dea45174d284715adace594d5f4cc1013280d93f8a0a2664454492c7,6929d3cd5b9760ee1e1dce0be3a3f405ce6b9f31393855468ad222bb897762c3,09fd84626054f0c21ed8dfcae4cbdc1a5b3cb1707e07bd506831af9cf26c9c54,dake-live-product-v1-dake_price_fixedtax-c4b910e7dea4,dake-live-price-v1-dake_price_fixedtax-6929d3cd5b97,dake-live-link-v1-dake_price_fixedtax-09fd84626054,yes,ok
dake_reform_progress,app,リフォーム進捗管理,500,jpy,txcd_10202003,01_apps/DAKE_Reform_Progress/ORIGINAL.md,https://peakheadz.booth.pm/items/8448260,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Reform_Progress_v1.0.0,リフォーム進捗管理,ok,yes,ff671c213fdd4870b215a14d7682c432cb3d42f347dcea466623f94aaff22a87,ed52fdabbabc9adfdef40b1adcab53c9b16c4651a469fad627bc00d334bd7715,3ec072d97c5fa3ef94e858a1273708b88a551bd63844448bd49fb17fbe071a70,dake-live-product-v1-dake_reform_progress-ff671c213fdd,dake-live-price-v1-dake_reform_progress-ed52fdabbabc,dake-live-link-v1-dake_reform_progress-3ec072d97c5f,yes,ok
dake_screen_webp,app,DakeScreen_WebP,300,jpy,txcd_10202003,01_apps/DAKE_Screen_WebP/ORIGINAL.md,https://peakheadz.booth.pm/items/8448261,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screen_WebP_v1.0.0,DakeScreen_WebP,ok,yes,a2cf44cca60ec52dac180d13ac251a073c7782d04fa5a92cf3979d88b040f6e7,974197caa983a05f3a6e3ef8f7acd5dba0f2e0b9f4012a2c7c79dbd351e86787,937b0879eadb288a57402c4f7f1fb2fb8287083450173b429de55e0be7067d13,dake-live-product-v1-dake_screen_webp-a2cf44cca60e,dake-live-price-v1-dake_screen_webp-974197caa983,dake-live-link-v1-dake_screen_webp-937b0879eadb,yes,ok
dake_screenshot_print,app,Dakeスクショ印刷,500,jpy,txcd_10202003,01_apps/DAKE_Screenshot_Print/ORIGINAL.md,https://peakheadz.booth.pm/items/8448262,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screenshot_Print_v1.0.0,Dakeスクショ印刷,ok,yes,30a4b0463068e815211391052ed04906992ae320bb9f74a421302727ffcb5927,873006c1a76d606aab503a6b5c1bbcdc9a30a40389c0f4c1d4c1b5344cd35ed3,85c20ad39d7abf5797b0517fc87abde4122f8ece9e89b943c567e93aa91c7e60,dake-live-product-v1-dake_screenshot_print-30a4b0463068,dake-live-price-v1-dake_screenshot_print-873006c1a76d,dake-live-link-v1-dake_screenshot_print-85c20ad39d7a,yes,ok
dake_two_person_memo,app,Dake二人メモ,300,jpy,txcd_10202003,01_apps/DAKE_TwoPerson_Memo/ORIGINAL.md,https://peakheadz.booth.pm/items/8448279,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_TwoPerson_Memo_v1.0.0,Dake二人メモ,ok,yes,f0e3ff793eed1b0bb83b40410172baf7d2661e8e8f208e158cd653e2b3839c7e,c8c46a2ace31b2c77d75dbb27400423f042e252e29e3df5f4ba0caec45f53871,66c8caca69971eb257f372de9f2e900d25b9d42c1c1a0c23c8ab975588baab16,dake-live-product-v1-dake_two_person_memo-f0e3ff793eed,dake-live-price-v1-dake_two_person_memo-c8c46a2ace31,dake-live-link-v1-dake_two_person_memo-66c8caca6997,yes,ok
dake_work_calendar,app,Dake工程カレンダー,500,jpy,txcd_10202003,01_apps/DAKE_Work_Calendar/ORIGINAL.md,https://peakheadz.booth.pm/items/8448282,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Work_Calendar_v1.0.0,Dake工程カレンダー,ok,yes,0ba60606d633b3f2d6feb2d4a735bb59bfa0f59edbeef37fcdd7abb6a6255862,fdf5fe4828ea20f49a81fda3d46a574abc260d3d68fb5bcfbbbccc7a4c645ab6,36b51b19c1846249c94e08f610cc7a81c9b1c39af17fc1e2e75b92b744fbdb8b,dake-live-product-v1-dake_work_calendar-0ba60606d633,dake-live-price-v1-dake_work_calendar-fdf5fe4828ea,dake-live-link-v1-dake_work_calendar-36b51b19c184,yes,ok
dake_year_age,app,Dake築年数,300,jpy,txcd_10202003,01_apps/DAKE_Year_Age/ORIGINAL.md,https://peakheadz.booth.pm/items/8448286,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Age_v1.0.0,Dake築年数,ok,yes,024da3767b86fdc7c6126fecf73c9e38e09f0bb8a76eb3a01efec28ce6f14b99,d4366e43bdd30febef88e33a94b799b64c014a36821816ae70befc45117baf8a,ee8679aeb701add426ccfc9d715d3184689fa8a5091b12e081530be75cb81856,dake-live-product-v1-dake_year_age-024da3767b86,dake-live-price-v1-dake_year_age-d4366e43bdd3,dake-live-link-v1-dake_year_age-ee8679aeb701,yes,ok
dake_year_notice,app,Dake今年の注意点,300,jpy,txcd_10202003,01_apps/DAKE_Year_Notice/ORIGINAL.md,https://peakheadz.booth.pm/items/8448289,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Notice_v1.0.0,Dake今年の注意点,ok,yes,540475f58a810fbcb02e17c8b36449f3105fcdd07d0c3c898633e1911d01b9d6,693cd8e9ad891dca9ab5c5a8e3ee0ecb9f41ffd78bc327146bc8712eb20eb1a1,5e6f620d19c7a331b9793b47e39aeb74292777b6b1441c47abe27d9d05ffde64,dake-live-product-v1-dake_year_notice-540475f58a81,dake-live-price-v1-dake_year_notice-693cd8e9ad89,dake-live-link-v1-dake_year_notice-5e6f620d19c7,yes,ok
game_alien_road,app,DakeAlien Road,300,jpy,txcd_10201000,01_apps/DAKE_Game_Alien_Road/ORIGINAL.md,https://peakheadz.booth.pm/items/8449213,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Alien_Road_v1.0.0,DakeAlien Road,ok,yes,fc8ee3fef5aa95588234f7897f4ada3894b89a2e69a378cdeef778f71f5f92f1,b7d81248e5809b6b59f3c9104521226988f0968c2a4dbba0a83f5df9e8758d65,d15907e0710c3f7fc605597fc550747b4497206f273f4b31314fd7dc5e88dfc5,dake-live-product-v1-game_alien_road-fc8ee3fef5aa,dake-live-price-v1-game_alien_road-b7d81248e580,dake-live-link-v1-game_alien_road-d15907e0710c,yes,ok
game_diver_catch,app,Dake潜って捕る,300,jpy,txcd_10201000,01_apps/DAKE_Game_Diver_Catch/ORIGINAL.md,https://peakheadz.booth.pm/items/8449218,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Diver_Catch_v1.0.0,Dake潜って捕る,ok,yes,a888896a83efbde7c53e18433d0d2f9d2b3ff8f1c6fb3210c2fb8d674ca2dff6,05bf81feba456ae01f9f25ab16f791811c33c1a5672f802ab8a0c02a19d1cb6a,fa80dc17c651ecad4a0e488a33281c3fdc6a2067957923a6e4dab580daba60c4,dake-live-product-v1-game_diver_catch-a888896a83ef,dake-live-price-v1-game_diver_catch-05bf81feba45,dake-live-link-v1-game_diver_catch-fa80dc17c651,yes,ok
