id,title,product_id,price_id,payment_link_id,payment_link_url,livemode,status,created_at,metadata
dake_pdf_splitone,DakePDF分割One,prod_Uhd5XflFW9BLYi,price_1TiDpnHrsJubFuDOh4yt8JEf,plink_1TiDpnHrsJubFuDOKJNkTe4b,https://buy.stripe.com/28E14ndEd7cb0m47DH0gw0z,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448207"", ""dake_item_id"": ""dake_pdf_splitone"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_SplitOne_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_SplitOne/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_splitone""}"
dake_pdf_splitselect,DakePDF分割Select,prod_Uhd6VsNbMERVh0,price_1TiDpoHrsJubFuDOHp3Ufr0u,plink_1TiDpoHrsJubFuDODt6Xwz5b,https://buy.stripe.com/3cI00j6bL8gf8SAcY10gw0A,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448213"", ""dake_item_id"": ""dake_pdf_splitselect"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_SplitSelect_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_SplitSelect/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_splitselect""}"
dake_pdf_toimages,DakePDFto画像,prod_Uhd6AZnqnC4xv7,price_1TiDppHrsJubFuDOGKApv5Ig,plink_1TiDppHrsJubFuDOL9KW4TGX,https://buy.stripe.com/aFadR96bL5435GobTX0gw0B,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448216"", ""dake_item_id"": ""dake_pdf_toimages"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_ToImages_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_ToImages/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_toimages""}"
dake_pdf_viewer,DakePDF見る,prod_Uhd6rkpN6b4QCo,price_1TiDpqHrsJubFuDOhDOEZqd7,plink_1TiDpqHrsJubFuDOiHMQG6VK,https://buy.stripe.com/cNi8wPcA9dAzc4M0bf0gw0C,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448219"", ""dake_item_id"": ""dake_pdf_viewer"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_Viewer_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_Viewer/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_viewer""}"
dake_price_apportionment,Dake価格按分,prod_Uhd6h81spKxzlr,price_1TiDprHrsJubFuDO3AWViDPs,plink_1TiDprHrsJubFuDO3Eizu1ND,https://buy.stripe.com/dRm3cvcA9543d8QcY10gw0D,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448222"", ""dake_item_id"": ""dake_price_apportionment"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_Apportionment_v1.0.0"", ""source_original"": ""01_apps/DAKE_Price_Apportionment/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_price_apportionment""}"
dake_price_fixedtax,Dake固都税計算,prod_Uhd68tx41Dnbga,price_1TiDpsHrsJubFuDO9FFRSl3c,plink_1TiDpsHrsJubFuDOqvN4vIgn,https://buy.stripe.com/bJefZh9nX7cbfgYgad0gw0E,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448259"", ""dake_item_id"": ""dake_price_fixedtax"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Price_FixedTax_v1.0.0"", ""source_original"": ""01_apps/DAKE_Price_FixedTax/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_price_fixedtax""}"
dake_reform_progress,リフォーム進捗管理,prod_Uhd6eE4Bqdg27B,price_1TiDptHrsJubFuDOM0NFPCIq,plink_1TiDptHrsJubFuDOQ6aT9yBN,https://buy.stripe.com/00waEXcA9687ecU0bf0gw0F,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448260"", ""dake_item_id"": ""dake_reform_progress"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Reform_Progress_v1.0.0"", ""source_original"": ""01_apps/DAKE_Reform_Progress/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_reform_progress""}"
dake_screen_webp,DakeScreen_WebP,prod_Uhd6mI3p5RqLJu,price_1TiDpuHrsJubFuDO3SXvueKk,plink_1TiDpuHrsJubFuDOmMFaZso8,https://buy.stripe.com/3cIaEXas1cwv0m49LP0gw0G,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448261"", ""dake_item_id"": ""dake_screen_webp"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screen_WebP_v1.0.0"", ""source_original"": ""01_apps/DAKE_Screen_WebP/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_screen_webp""}"
dake_screenshot_print,Dakeスクショ印刷,prod_Uhd6UUQtuQ4gVi,price_1TiDpvHrsJubFuDORGd185v2,plink_1TiDpvHrsJubFuDODOc5etUs,https://buy.stripe.com/dRmeVd57H5435GobTX0gw0H,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448262"", ""dake_item_id"": ""dake_screenshot_print"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Screenshot_Print_v1.0.0"", ""source_original"": ""01_apps/DAKE_Screenshot_Print/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_screenshot_print""}"
dake_two_person_memo,Dake二人メモ,prod_Uhd6W69XFlZkrb,price_1TiDpwHrsJubFuDO0fDdaIhC,plink_1TiDpwHrsJubFuDOV5ZaARzp,https://buy.stripe.com/28EeVdas1eED1q8e250gw0I,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448279"", ""dake_item_id"": ""dake_two_person_memo"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_TwoPerson_Memo_v1.0.0"", ""source_original"": ""01_apps/DAKE_TwoPerson_Memo/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_two_person_memo""}"
dake_work_calendar,Dake工程カレンダー,prod_Uhd6cSWtMZldRZ,price_1TiDpxHrsJubFuDOvbeutraL,plink_1TiDpxHrsJubFuDOOq6fhAat,https://buy.stripe.com/eVq7sLdEd9kjb0I1fj0gw0J,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448282"", ""dake_item_id"": ""dake_work_calendar"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Work_Calendar_v1.0.0"", ""source_original"": ""01_apps/DAKE_Work_Calendar/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_work_calendar""}"
dake_year_age,Dake築年数,prod_Uhd6lccOH7u1jJ,price_1TiDpxHrsJubFuDOq9zLUn9N,plink_1TiDpyHrsJubFuDOsGWrR1oI,https://buy.stripe.com/3cIfZh6bL2VV5Go9LP0gw0K,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448286"", ""dake_item_id"": ""dake_year_age"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Age_v1.0.0"", ""source_original"": ""01_apps/DAKE_Year_Age/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_year_age""}"
dake_year_notice,Dake今年の注意点,prod_Uhd61mAw3uRgRv,price_1TiDpyHrsJubFuDOxqaIDPPj,plink_1TiDpzHrsJubFuDOQpGPD78x,https://buy.stripe.com/28E7sLas1aonecU5vz0gw0L,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448289"", ""dake_item_id"": ""dake_year_notice"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Year_Notice_v1.0.0"", ""source_original"": ""01_apps/DAKE_Year_Notice/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_year_notice""}"
game_alien_road,DakeAlien Road,prod_Uhd6nZNaunvd36,price_1TiDpzHrsJubFuDOxoPmhLxH,plink_1TiDq0HrsJubFuDO2M5H7WwA,https://buy.stripe.com/8x2bJ1eIhfIH9WE7DH0gw0M,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8449213"", ""dake_item_id"": ""game_alien_road"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Alien_Road_v1.0.0"", ""source_original"": ""01_apps/DAKE_Game_Alien_Road/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=game_alien_road""}"
game_diver_catch,Dake潜って捕る,prod_Uhd63VLYffk4Wl,price_1TiDq0HrsJubFuDOJ5oGdFxv,plink_1TiDq1HrsJubFuDOw0mjDR4T,https://buy.stripe.com/dRm5kD43DeED6Ks3nr0gw0N,true,completed,2026-06-14T22:12:33+09:00,"{""booth_url"": ""https://peakheadz.booth.pm/items/8449218"", ""dake_item_id"": ""game_diver_catch"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Game_Diver_Catch_v1.0.0"", ""source_original"": ""01_apps/DAKE_Game_Diver_Catch/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=game_diver_catch""}"
