id,title,price,currency,source_original,booth_url,distribution_file,distribution_path,zip_size,zip_sha256,purchase_delivery_method,purchase_delivery_ready,stripe_creation_method,review_result,payment_status,stripe_payment_link,checks,notes
DAKE_Pack_Document,DAKE 書類整理パック,1480,JPY,04_packs/DAKE_Pack_Document/ORIGINAL.md,https://peakheadz.booth.pm/items/8448353,DAKE_Pack_Document.zip,04_packs/DAKE_Pack_Document/pack_ready/DAKE_Pack_Document.zip,124859888,83b4be666bafd907de79884a698fce5e98101123d7fef5a942eaf6d0ea3f72b0,manual_email_private_download,yes,manual_dashboard_ready,ready,booth_only,,original_exists=True; price_exists=True; booth_url_exists=True; pack_zip_exists=True; pack_zip_size_ok=True; pack_zip_sha256_ok=True; manual_delivery_method=True; delivery_window=True; buyer_notice=True; resend_policy=True; rule_reference=True; payment_status_booth_only=True; stripe_payment_link_empty=True,Manual delivery is defined; no Stripe API call is made by this check.
DAKE_Pack_Memo,DAKE メモと記録パック,980,JPY,04_packs/DAKE_Pack_Memo/ORIGINAL.md,https://peakheadz.booth.pm/items/8449208,DAKE_Pack_Memo.zip,04_packs/DAKE_Pack_Memo/pack_ready/DAKE_Pack_Memo.zip,37762217,62b2656fc2b2941bcb01c070d9338f1dde3ed24798c79fc8db24ca71b45f21bc,manual_email_private_download,yes,manual_dashboard_ready,ready,booth_only,,original_exists=True; price_exists=True; booth_url_exists=True; pack_zip_exists=True; pack_zip_size_ok=True; pack_zip_sha256_ok=True; manual_delivery_method=True; delivery_window=True; buyer_notice=True; resend_policy=True; rule_reference=True; payment_status_booth_only=True; stripe_payment_link_empty=True,Manual delivery is defined; no Stripe API call is made by this check.
